customer_id,first_name,last_name,email,phone,age,home_store,acquired_at,loyalty_enrolled,opt_in_email,opt_in_sms,opt_in_push,annual_spend,lifetime_spend,visits_90d,last_visit,avg_basket,tier,churn_risk,rising_star,decliner,near_platinum,vip_likely,favorite_category,category_diversity
GST-00481,Harper,Lee,harper.lee80@outlook.com,(538) 479-1288,59,Oak Island Pier House,2023-12-17,true,false,false,false,1558.71,3235.95,0,2026-01-18,462.28,Gold,0.86,false,false,false,false,Lodging,4
GST-00482,Briar,Park,briar.park81@gmail.com,(358) 203-3834,38,Kure Beach Grill,2025-08-17,false,false,false,false,1529.5,2727.59,1,2026-04-04,181.84,Gold,0.581,false,false,false,false,Dining,3
GST-00483,Hayden,Vargas,hayden.vargas82@proton.me,(847) 643-2728,35,Bald Head Island Club,2025-07-17,true,true,false,true,1945.09,3780.36,1,2026-04-03,343.67,Gold,0.51,false,false,false,true,Lodging,7
GST-00484,Avery,Vargas,avery.vargas83@gmail.com,(838) 423-5549,21,Wrightsville Beach Resort,2024-11-17,true,true,false,false,0,495.11,0,2024-12-03,165.04,Silver,0.88,true,true,false,false,Lodging,2
GST-00485,Quinn,Hayes,quinn.hayes84@proton.me,(583) 437-6690,51,Southport Waterfront Lodge,2024-11-17,false,true,true,true,0,327.04,0,2024-09-08,327.04,Silver,0.84,false,false,false,false,Spa,2
GST-00486,Drew,Daniels,drew.daniels85@outlook.com,(587) 859-2348,51,Wrightsville Beach Resort,2026-01-17,true,true,false,true,3182.09,8526.94,3,2026-04-27,426.35,Platinum,0.306,false,false,false,false,Lodging,8
GST-00487,Finley,Whitaker,finley.whitaker86@proton.me,(429) 353-9314,36,Brunswick Harbor Hotel,2024-04-17,true,false,true,true,2500.99,5907.02,0,2025-11-07,590.7,Gold,0.88,false,false,false,false,Lodging,4
GST-00488,Parker,Rivera,parker.rivera87@outlook.com,(713) 996-8335,75,Brunswick Harbor Hotel,2026-04-17,true,true,true,false,1820.14,2664.73,0,2026-01-06,532.95,Gold,0.88,false,false,false,false,Lodging,3
GST-00489,Logan,Reed,logan.reed88@gmail.com,(618) 630-2881,49,Bald Head Island Club,2024-04-17,true,true,false,false,315.14,2207.82,0,2026-01-28,367.97,Silver,0.8,false,false,false,false,Lodging,6
GST-00490,Jules,Hawthorne,jules.hawthorne89@icloud.com,(808) 240-2978,65,Wrightsville Beach Resort,2024-09-17,true,true,true,true,86.27,672.5,0,2025-07-19,224.17,Silver,0.88,true,false,false,false,Lodging,5
GST-00491,Morgan,Wright,morgan.wright90@gmail.com,(461) 802-9783,33,Kure Beach Grill,2024-06-17,true,false,true,false,1163.44,1948.36,4,2026-04-16,149.87,Gold,0.312,false,false,false,false,Dining,3
GST-00492,Taylor,Reed,taylor.reed91@outlook.com,(791) 513-8135,71,Wrightsville Beach Resort,2023-12-17,true,false,false,false,2483.85,3232.4,1,2026-02-25,359.16,Gold,0.76,false,true,false,false,Lodging,7
GST-00493,Morgan,Daniels,morgan.daniels92@yahoo.com,(658) 672-6043,47,Wrightsville Beach Resort,2025-09-17,true,true,false,true,1955.43,3164.57,0,2025-12-22,316.46,Gold,0.88,false,false,false,false,Lodging,7
GST-00494,Wren,Foster,wren.foster93@gmail.com,(269) 855-7286,42,Bald Head Island Club,2025-03-17,true,true,true,false,694.23,1538.99,0,2026-01-06,256.5,Silver,0.8,false,false,false,false,Lodging,4
GST-00495,Drew,Bennett,drew.bennett94@gmail.com,(325) 422-7698,53,Wrightsville Beach Resort,2025-10-17,true,true,true,false,2166.48,4556.58,1,2026-03-05,379.72,Gold,0.723,false,false,false,false,Lodging,6
GST-00496,Marlowe,Simmons,marlowe.simmons95@yahoo.com,(896) 523-7301,57,Kure Beach Grill,2025-09-17,false,true,true,true,2049.26,3391,1,2026-04-24,226.07,Gold,0.474,false,false,false,false,Dining,4
GST-00497,Avery,Nguyen,avery.nguyen96@yahoo.com,(819) 410-9651,40,Wrightsville Beach Resort,2024-10-17,true,true,true,false,1383.78,2788.94,1,2026-04-10,309.88,Gold,0.524,false,false,false,false,Dining,7
GST-00498,Logan,Wright,logan.wright97@outlook.com,(241) 480-2304,54,Bald Head Island Club,2024-05-17,false,true,true,false,275.82,2246.62,1,2026-03-03,561.66,Silver,0.662,false,false,false,false,Dining,5
GST-00499,Ari,Hunter,ari.hunter98@icloud.com,(842) 301-2249,49,Holden Beach Pavilion,2024-10-17,true,false,true,true,7325.36,12110.64,1,2026-03-14,550.48,Platinum,0.722,false,false,false,false,Events,7
GST-00500,Avery,Reed,avery.reed99@outlook.com,(659) 484-7256,21,Bald Head Island Club,2026-01-17,true,true,true,false,2711.13,4283.02,0,2025-12-05,389.37,Gold,0.8,false,false,true,true,Lodging,7
GST-00501,Parker,Brooks,parker.brooks0@icloud.com,(658) 667-9691,69,Cape Fear Inn,2025-09-17,true,false,false,true,928.98,2790.16,0,2026-01-26,398.59,Silver,0.86,true,false,false,false,Lodging,5
GST-00502,Sloan,Mitchell,sloan.mitchell1@yahoo.com,(790) 973-1174,24,Wrightsville Beach Resort,2025-04-17,true,true,true,false,1198.78,1487.72,0,2025-12-09,495.91,Gold,0.88,false,true,false,false,Lodging,3
GST-00503,Sloan,Bishop,sloan.bishop2@icloud.com,(419) 660-3060,31,Brunswick Harbor Hotel,2025-10-17,true,false,true,false,1115.34,1845.79,0,2025-11-23,307.63,Gold,0.88,false,false,false,false,Spa,6
GST-00504,Harper,Wright,harper.wright3@outlook.com,(663) 217-2325,41,Kure Beach Grill,2024-01-17,true,true,false,false,658.36,1696.83,1,2026-03-04,154.26,Silver,0.755,false,false,false,false,Dining,3
GST-00505,Reese,Foster,reese.foster4@proton.me,(940) 638-7598,30,Cape Fear Inn,2024-01-17,true,false,false,false,640.52,2449.86,0,2025-11-28,349.98,Silver,0.86,true,false,false,false,Lodging,6
GST-00506,Harper,Sutton,harper.sutton5@outlook.com,(596) 583-5346,48,Wrightsville Beach Resort,2024-07-17,true,false,true,true,2116.95,5343.58,2,2026-03-20,593.73,Gold,0.571,false,false,false,false,Lodging,4
GST-00507,Lennon,Brooks,lennon.brooks6@outlook.com,(644) 386-9533,52,Wrightsville Beach Resort,2024-04-17,true,true,true,false,1252.97,2316.26,1,2026-03-18,289.53,Gold,0.647,false,false,false,false,Dining,6
GST-00508,Taylor,Brooks,taylor.brooks7@icloud.com,(755) 273-8618,43,Oak Island Pier House,2025-03-17,true,true,false,true,707.05,2026.7,0,2026-01-19,405.34,Silver,0.86,false,false,false,false,Lodging,5
GST-00509,Rowan,Brooks,rowan.brooks8@gmail.com,(594) 984-2644,53,Cape Fear Inn,2025-07-17,true,false,false,true,2294.94,3646.14,1,2026-03-09,455.77,Gold,0.68,false,false,false,false,Lodging,4
GST-00510,Parker,Rivera,parker.rivera9@icloud.com,(772) 586-1598,21,Kure Beach Grill,2025-09-17,true,false,true,false,508.59,879.06,2,2026-04-15,125.58,Silver,0.456,false,false,false,false,Dining,2
GST-00511,Blake,Whitaker,blake.whitaker10@outlook.com,(663) 542-3578,32,Wrightsville Beach Resort,2024-05-17,true,true,true,false,2668.09,5653.16,2,2026-04-26,434.86,Gold,0.372,false,false,false,false,Lodging,7
GST-00512,Finley,Knox,finley.knox11@proton.me,(602) 537-5925,21,Holden Beach Pavilion,2025-02-17,true,false,true,true,1164.57,2546.54,0,2025-10-03,509.31,Gold,0.95,false,false,false,false,Events,3
GST-00513,River,Bell,river.bell12@outlook.com,(511) 891-2337,56,Wrightsville Beach Resort,2025-12-17,false,false,true,false,70.85,3000.57,0,2025-08-06,500.1,Silver,0.88,true,false,false,false,Lodging,5
GST-00514,Rowan,Carter,rowan.carter13@yahoo.com,(967) 967-9291,40,Bald Head Island Club,2024-10-17,true,true,true,false,32510.07,61402.11,12,2026-04-24,367.68,Platinum,0.112,false,false,false,true,Lodging,8
GST-00515,Emerson,Whitaker,emerson.whitaker14@outlook.com,(911) 207-3588,38,Cape Fear Inn,2025-02-17,true,false,true,true,5060.18,8993.75,2,2026-04-02,391.03,Platinum,0.489,false,false,false,false,Lodging,7
GST-00516,Taylor,Rhodes,taylor.rhodes15@gmail.com,(507) 446-9559,39,Kure Beach Grill,2025-06-17,true,true,true,false,852.48,2790.54,1,2026-03-20,232.54,Silver,0.665,false,false,false,false,Dining,4
GST-00517,Jules,Walsh,jules.walsh16@gmail.com,(420) 273-3822,49,Oak Island Pier House,2025-10-17,true,false,false,true,1422.01,4914.56,1,2026-03-28,409.55,Gold,0.58,false,false,false,false,Lodging,6
GST-00518,Sage,Carter,sage.carter17@proton.me,(550) 375-9083,50,Kure Beach Grill,2025-01-17,false,true,false,true,2079.81,4321.94,1,2026-04-19,172.88,Gold,0.497,false,false,false,false,Dining,3
GST-00519,Rowan,Brooks,rowan.brooks18@proton.me,(490) 963-1906,43,Carolina Beach Tavern,2024-11-17,false,true,false,false,819.7,2482.66,1,2026-04-24,190.97,Silver,0.571,false,false,false,false,Dining,3
GST-00520,Parker,Kim,parker.kim19@proton.me,(439) 564-7796,36,Wrightsville Beach Resort,2025-07-17,true,true,false,false,99.92,2233.27,0,2025-06-16,372.21,Silver,0.88,true,true,false,false,Lodging,4
GST-00521,Harper,Brooks,harper.brooks20@yahoo.com,(277) 724-1819,50,Wrightsville Beach Resort,2024-12-17,true,true,true,false,1530.38,5252.94,1,2026-03-04,477.54,Gold,0.723,false,false,false,false,Lodging,8
GST-00522,Lennon,Collins,lennon.collins21@icloud.com,(495) 307-2964,49,Cape Fear Inn,2026-05-17,true,true,false,false,20768.02,44311.43,7,2026-04-25,392.14,Platinum,0.11,false,false,false,false,Lodging,8
GST-00523,River,Park,river.park22@icloud.com,(890) 446-8983,21,Kure Beach Grill,2024-09-17,true,false,true,true,198.71,694.76,0,2025-09-08,115.79,Silver,0.92,false,false,false,false,Dining,2
GST-00524,Lennon,Larsson,lennon.larsson23@outlook.com,(819) 312-9240,51,Holden Beach Pavilion,2025-10-17,true,false,true,false,24178.63,65547.72,8,2026-04-20,532.91,Platinum,0.151,false,false,false,false,Events,7
GST-00525,Riley,Bell,riley.bell24@icloud.com,(667) 712-4749,28,Cape Fear Inn,2025-11-17,true,true,true,false,916.99,1714.69,0,2025-08-21,428.67,Silver,0.86,true,false,false,false,Dining,2
GST-00526,Skyler,Nguyen,skyler.nguyen25@proton.me,(405) 606-5498,38,Wrightsville Beach Resort,2025-01-17,true,true,true,true,4906.96,8586.69,2,2026-03-27,373.33,Platinum,0.533,false,false,false,false,Lodging,7
GST-00527,Eden,Young,eden.young26@gmail.com,(608) 374-7429,47,Kure Beach Grill,2025-04-17,true,true,false,true,580.94,1949.6,0,2025-08-17,216.62,Silver,0.92,false,false,false,false,Dining,4
GST-00528,Hayden,Simmons,hayden.simmons27@gmail.com,(818) 440-1356,54,Wrightsville Beach Resort,2024-03-17,true,true,true,true,1514.99,2970.48,1,2026-04-03,424.35,Gold,0.561,false,false,false,false,Lodging,4
GST-00529,Ari,Lee,ari.lee28@gmail.com,(575) 723-7688,40,Wrightsville Beach Resort,2024-02-17,true,true,true,false,1227.09,3541.04,1,2026-04-13,590.17,Gold,0.507,false,false,false,false,Lodging,3
GST-00530,Blake,Rivera,blake.rivera29@outlook.com,(363) 992-8125,52,Wrightsville Beach Resort,2024-12-17,true,true,true,true,671.09,878.59,0,2025-07-19,439.3,Silver,0.88,false,false,false,false,Lodging,2
GST-00531,Emerson,Walsh,emerson.walsh30@icloud.com,(484) 458-1208,49,Kure Beach Grill,2026-05-17,false,true,true,false,784.25,1764.37,0,2026-01-01,220.55,Silver,0.92,false,false,false,false,Dining,5
GST-00532,Indigo,Foster,indigo.foster31@icloud.com,(983) 690-8949,57,Wrightsville Beach Resort,2025-10-17,true,false,true,true,7108.01,11551.27,3,2026-04-09,444.28,Platinum,0.397,false,false,false,false,Lodging,8
GST-00533,Harper,Garcia,harper.garcia32@outlook.com,(939) 320-4644,58,Bald Head Island Club,2026-05-17,true,true,true,false,2539.38,4286.49,1,2026-04-25,357.21,Gold,0.403,false,false,false,true,Lodging,6
GST-00534,Sage,Garcia,sage.garcia33@gmail.com,(527) 856-1903,65,Oak Island Pier House,2023-11-17,true,true,true,false,957.61,1352.03,1,2026-02-21,450.68,Silver,0.764,false,false,false,false,Lodging,5
GST-00535,Quinn,Rivera,quinn.rivera34@gmail.com,(887) 906-2122,30,Brunswick Harbor Hotel,2023-12-17,true,true,false,false,1168.27,2997.17,2,2026-04-06,333.02,Gold,0.479,false,false,false,false,Lodging,6
GST-00536,Justice,Rhodes,justice.rhodes35@outlook.com,(850) 478-9329,24,Bald Head Island Club,2024-12-17,true,true,false,false,1325.77,1955.38,2,2026-04-18,391.08,Gold,0.377,false,false,false,true,Lodging,6
GST-00537,Marlowe,Rhodes,marlowe.rhodes36@gmail.com,(296) 947-1912,43,Carolina Beach Tavern,2024-01-17,false,true,false,false,96.48,363.19,1,2026-02-16,121.06,Silver,0.99,false,false,false,false,Dining,2
GST-00538,Finley,Reed,finley.reed37@outlook.com,(461) 512-1241,45,Brunswick Harbor Hotel,2026-01-17,true,false,true,false,0,367.51,0,2024-05-21,367.51,Silver,0.88,false,false,false,false,Bar,2
GST-00539,Justice,Park,justice.park38@gmail.com,(401) 773-3448,48,Holden Beach Pavilion,2026-03-17,true,true,true,false,852.19,1362.83,0,2025-10-10,340.71,Silver,0.95,false,false,false,false,Bar,2
GST-00540,Quinn,Foster,quinn.foster39@outlook.com,(868) 903-4099,26,Bald Head Island Club,2024-04-17,true,false,false,false,3515.9,4275.46,2,2026-04-03,534.43,Platinum,0.45,false,false,false,true,Lodging,5
GST-00541,Rowan,Rhodes,rowan.rhodes40@outlook.com,(679) 610-5301,42,Holden Beach Pavilion,2024-02-17,true,true,false,false,1060.78,3619.23,0,2025-09-05,603.2,Gold,0.95,false,false,false,false,Events,4
GST-00542,Reese,Bell,reese.bell41@gmail.com,(293) 985-1301,49,Holden Beach Pavilion,2024-03-17,true,true,false,false,0,0,0,,0,Silver,0.5,false,false,false,false,,0
GST-00543,Logan,Patel,logan.patel42@gmail.com,(834) 557-8598,28,Carolina Beach Tavern,2024-10-17,true,true,true,false,188.33,1195.48,0,2025-06-25,239.1,Silver,0.99,false,true,false,false,Dining,2
GST-00544,Blake,Mitchell,blake.mitchell43@yahoo.com,(516) 647-2054,48,Wrightsville Beach Resort,2025-05-17,true,true,true,false,3324.81,7769.75,1,2026-04-27,597.67,Platinum,0.432,false,false,false,false,Lodging,5
GST-00545,Sloan,Simmons,sloan.simmons44@gmail.com,(478) 620-4830,29,Carolina Beach Tavern,2024-02-17,true,true,true,true,6325.46,12055.57,8,2026-04-25,172.22,Platinum,0.151,false,false,false,false,Dining,4
GST-00546,Phoenix,Hayes,phoenix.hayes45@outlook.com,(238) 984-8144,44,Wrightsville Beach Resort,2026-03-17,true,true,false,false,398.57,2938.98,0,2025-10-16,267.18,Silver,0.88,false,true,false,false,Dining,6
GST-00547,Taylor,Rivera,taylor.rivera46@outlook.com,(243) 757-3361,31,Bald Head Island Club,2026-01-17,true,true,true,true,921.03,2438.45,2,2026-04-13,270.94,Silver,0.401,false,false,false,false,Lodging,7
GST-00548,Sloan,Hunter,sloan.hunter47@gmail.com,(647) 771-4706,38,Wrightsville Beach Resort,2023-11-17,true,true,true,false,1126.91,1586.91,0,2025-08-20,317.38,Gold,0.88,false,false,false,false,Dining,3
GST-00549,Sage,Mitchell,sage.mitchell48@outlook.com,(775) 429-6664,21,Brunswick Harbor Hotel,2025-01-17,true,true,false,true,1306.22,1397.1,1,2026-03-06,349.27,Gold,0.712,false,false,false,false,Lodging,3
GST-00550,Emerson,Rivera,emerson.rivera49@outlook.com,(231) 901-3516,62,Brunswick Harbor Hotel,2025-10-17,true,false,false,false,3959.43,7353.26,1,2026-03-10,350.16,Platinum,0.69,false,false,false,false,Lodging,8
GST-00551,River,Wright,river.wright50@outlook.com,(425) 840-3144,35,Brunswick Harbor Hotel,2025-11-17,true,true,true,true,7938.38,12003.86,2,2026-04-27,387.22,Platinum,0.366,false,false,false,false,Lodging,7
GST-00552,Quinn,Mitchell,quinn.mitchell51@outlook.com,(635) 943-2767,29,Carolina Beach Tavern,2024-01-17,true,true,true,false,1478.86,2236.31,2,2026-04-19,159.74,Gold,0.521,false,false,false,false,Dining,4
GST-00553,Avery,Young,avery.young52@proton.me,(368) 360-7445,30,Oak Island Pier House,2026-03-17,true,false,false,false,284.47,633.33,0,2025-07-06,316.67,Silver,0.86,false,false,false,false,Lodging,3
GST-00554,Jordan,Wright,jordan.wright53@outlook.com,(485) 558-7160,55,Holden Beach Pavilion,2024-12-17,true,false,true,false,1397.53,1918.38,1,2026-04-22,639.46,Gold,0.496,false,false,false,false,Events,1
GST-00555,Emerson,Mitchell,emerson.mitchell54@icloud.com,(748) 352-4204,49,Holden Beach Pavilion,2026-01-17,true,true,false,false,1086.6,1178.65,0,2026-01-22,392.88,Gold,0.95,false,false,false,false,Events,3
GST-00556,Drew,Bennett,drew.bennett55@proton.me,(924) 441-9710,21,Kure Beach Grill,2025-07-17,true,false,true,true,686.7,1514.45,0,2025-08-10,216.35,Silver,0.92,false,false,false,false,Dining,3
GST-00557,Eden,Daniels,eden.daniels56@outlook.com,(805) 959-7415,50,Wrightsville Beach Resort,2025-11-17,true,true,false,false,1120.62,1997.62,0,2025-12-19,332.94,Gold,0.88,false,false,false,false,Lodging,7
GST-00558,Rowan,Young,rowan.young57@icloud.com,(424) 557-1802,21,Wrightsville Beach Resort,2024-04-17,true,true,false,true,2215.92,5175.07,1,2026-04-09,470.46,Gold,0.529,false,false,false,false,Lodging,7
GST-00559,Harper,Daniels,harper.daniels58@proton.me,(446) 449-1991,54,Wrightsville Beach Resort,2025-05-17,true,true,true,true,1872.22,2969.18,2,2026-04-14,296.92,Gold,0.436,false,false,false,false,Lodging,7
GST-00560,Blake,Hawthorne,blake.hawthorne59@yahoo.com,(499) 694-6325,31,Carolina Beach Tavern,2025-04-17,true,false,false,false,1257.42,1711.27,1,2026-03-24,171.13,Gold,0.783,false,false,false,false,Dining,3
GST-00561,Harper,Hayes,harper.hayes60@icloud.com,(776) 574-5598,38,Brunswick Harbor Hotel,2026-02-17,false,true,true,false,1813.58,5300.01,1,2026-04-18,378.57,Gold,0.481,false,false,false,false,Lodging,6
GST-00562,Harper,Hayes,harper.hayes61@yahoo.com,(698) 963-5971,41,Southport Waterfront Lodge,2024-07-17,true,true,true,false,2632.21,5797.52,0,2026-01-18,445.96,Gold,0.84,false,false,false,true,Spa,6
GST-00563,Hayden,Wright,hayden.wright62@yahoo.com,(484) 473-6602,60,Brunswick Harbor Hotel,2024-01-17,true,true,true,true,909.9,2710.82,0,2026-01-11,451.8,Silver,0.88,false,false,false,false,Lodging,4
GST-00564,Harper,Nguyen,harper.nguyen63@yahoo.com,(658) 312-9917,30,Kure Beach Grill,2025-11-17,false,false,false,false,716,3291.57,1,2026-04-22,274.3,Silver,0.486,false,false,false,false,Dining,5
GST-00565,Sage,Rhodes,sage.rhodes64@gmail.com,(585) 673-3182,43,Bald Head Island Club,2024-01-17,true,true,true,false,1715.96,4555.1,1,2026-04-21,379.59,Gold,0.422,false,false,false,true,Lodging,6
GST-00566,Riley,Garcia,riley.garcia65@icloud.com,(450) 972-6535,45,Kure Beach Grill,2023-11-17,true,false,false,false,1409.95,3051.83,2,2026-04-11,169.55,Gold,0.473,false,false,false,false,Dining,5
GST-00567,River,Kim,river.kim66@yahoo.com,(809) 567-2757,31,Carolina Beach Tavern,2025-12-17,true,true,false,false,376.45,1614.6,0,2026-01-16,201.83,Silver,0.99,false,false,false,false,Dining,3
GST-00568,Wren,Knox,wren.knox67@outlook.com,(464) 968-9099,25,Bald Head Island Club,2023-11-17,true,true,true,false,760.56,3026.9,1,2026-03-16,302.69,Silver,0.598,false,false,false,false,Spa,6
GST-00569,Emerson,Bishop,emerson.bishop68@gmail.com,(354) 385-9669,68,Wrightsville Beach Resort,2024-07-17,true,false,false,true,489.33,1525.29,0,2025-09-24,508.43,Silver,0.88,false,false,false,false,Lodging,3
GST-00570,Blake,Brooks,blake.brooks69@icloud.com,(578) 468-2643,46,Wrightsville Beach Resort,2025-04-17,true,true,true,false,1561.06,1608.4,1,2026-04-28,268.07,Gold,0.427,false,false,false,false,Lodging,5
GST-00571,Cameron,Sutton,cameron.sutton70@yahoo.com,(962) 734-6970,43,Cape Fear Inn,2024-02-17,true,true,true,false,2451.6,3928.79,1,2026-03-28,436.53,Gold,0.58,false,false,false,false,Lodging,6
GST-00572,Jordan,Knox,jordan.knox71@icloud.com,(378) 720-2535,59,Brunswick Harbor Hotel,2025-10-17,true,true,false,true,1276.84,2229.34,1,2026-02-23,371.56,Gold,0.771,false,false,false,false,Lodging,5
GST-00573,Marlowe,Lee,marlowe.lee72@yahoo.com,(694) 277-4909,38,Oak Island Pier House,2024-06-17,true,false,true,false,3285.53,5455.78,1,2026-04-16,320.93,Platinum,0.48,false,false,false,false,Lodging,7
GST-00574,Taylor,Cole,taylor.cole73@outlook.com,(574) 461-3629,42,Oak Island Pier House,2025-09-17,false,false,true,true,3124.41,8814.12,3,2026-04-04,419.72,Platinum,0.419,false,false,false,false,Lodging,6
GST-00575,Blake,Knox,blake.knox74@gmail.com,(574) 771-2302,22,Wrightsville Beach Resort,2024-05-17,true,true,true,true,7414.29,15553.19,4,2026-04-15,409.29,Platinum,0.299,false,false,false,false,Lodging,8
GST-00576,Lennon,Vargas,lennon.vargas75@yahoo.com,(914) 857-9263,32,Carolina Beach Tavern,2026-05-17,false,true,true,false,1085.8,2108.37,2,2026-04-20,162.18,Gold,0.521,false,false,false,false,Dining,3
GST-00577,Drew,Larsson,drew.larsson76@gmail.com,(337) 552-6132,32,Carolina Beach Tavern,2024-02-17,true,false,false,true,652.82,1434.12,0,2025-12-25,143.41,Silver,0.99,false,true,false,false,Dining,3
GST-00578,Indigo,Walsh,indigo.walsh77@yahoo.com,(929) 743-3756,43,Brunswick Harbor Hotel,2025-04-17,true,true,false,false,5275.42,8157.13,3,2026-03-14,407.86,Platinum,0.537,false,false,false,false,Lodging,8
GST-00579,Morgan,Park,morgan.park78@proton.me,(360) 904-7149,53,Bald Head Island Club,2024-05-17,true,true,true,true,3387.13,7351.35,1,2026-03-21,350.06,Platinum,0.574,false,false,false,true,Lodging,8
GST-00580,Riley,Whitaker,riley.whitaker79@gmail.com,(901) 903-4366,31,Wrightsville Beach Resort,2026-04-17,false,true,false,false,0,0,0,,0,Silver,0.5,false,false,false,false,,0
GST-00581,Emerson,Hayes,emerson.hayes80@proton.me,(897) 211-1276,32,Cape Fear Inn,2025-11-17,true,true,false,false,900.56,2875.41,0,2026-01-03,410.77,Silver,0.86,false,false,false,false,Lodging,5
GST-00582,Reese,Kim,reese.kim81@outlook.com,(542) 515-1976,26,Carolina Beach Tavern,2026-02-17,false,true,false,true,522.68,958.39,2,2026-03-23,136.91,Silver,0.706,false,false,false,false,Bar,3
GST-00583,Emerson,Wright,emerson.wright82@yahoo.com,(326) 814-3757,39,Wrightsville Beach Resort,2026-04-17,true,true,true,true,0,835.08,0,2025-02-23,417.54,Silver,0.88,false,false,false,false,Lodging,1
GST-00584,Cameron,Park,cameron.park83@gmail.com,(414) 958-6716,41,Wrightsville Beach Resort,2024-12-17,true,false,true,true,2328.43,4143.04,0,2026-01-04,376.64,Gold,0.88,false,false,false,false,Lodging,7
GST-00585,Wren,Daniels,wren.daniels84@icloud.com,(746) 456-7764,21,Carolina Beach Tavern,2023-11-17,false,true,true,false,1340.71,2001.83,2,2026-04-19,117.75,Gold,0.521,false,false,false,false,Dining,3
GST-00586,Drew,Brooks,drew.brooks85@gmail.com,(883) 955-1422,67,Cape Fear Inn,2024-06-17,true,true,true,false,311.38,1548.41,0,2026-01-16,309.68,Silver,0.86,false,false,false,false,Lodging,6
GST-00587,Marlowe,Hayes,marlowe.hayes86@icloud.com,(325) 779-9631,43,Wrightsville Beach Resort,2023-11-17,true,true,false,false,6975.94,17496.83,2,2026-03-20,397.66,Platinum,0.571,false,true,false,false,Lodging,8
GST-00588,Justice,Lee,justice.lee87@yahoo.com,(798) 995-4590,42,Holden Beach Pavilion,2025-01-17,false,true,true,false,619.68,619.68,1,2026-04-21,619.68,Silver,0.507,false,false,false,false,Dining,2
GST-00589,Finley,Hunter,finley.hunter88@yahoo.com,(517) 284-3658,41,Bald Head Island Club,2024-05-17,true,true,false,false,1226,3143.72,1,2026-04-28,349.3,Gold,0.388,false,false,false,true,Lodging,5
GST-00590,Taylor,Wright,taylor.wright89@outlook.com,(731) 585-4224,49,Wrightsville Beach Resort,2024-01-17,true,false,true,false,2549.74,6369.85,2,2026-04-23,454.99,Gold,0.388,false,false,false,false,Lodging,7
GST-00591,Jules,Simmons,jules.simmons90@proton.me,(328) 485-6420,36,Holden Beach Pavilion,2023-11-17,false,true,true,false,0,0,0,,0,Silver,0.5,false,false,false,false,,0
GST-00592,River,Young,river.young91@proton.me,(971) 529-2651,50,Bald Head Island Club,2024-07-17,true,true,true,false,3504.16,4359.93,1,2026-04-07,363.33,Platinum,0.491,false,false,false,true,Lodging,7
GST-00593,Morgan,Rhodes,morgan.rhodes92@outlook.com,(593) 695-9461,51,Bald Head Island Club,2026-01-17,true,true,true,false,2612.62,8084.15,1,2026-04-22,323.37,Gold,0.417,false,false,false,true,Lodging,7
GST-00594,Sage,Lee,sage.lee93@outlook.com,(577) 487-8126,51,Wrightsville Beach Resort,2024-12-17,true,true,false,true,1812.77,3706.28,1,2026-02-16,370.63,Gold,0.809,false,true,false,false,Lodging,6
GST-00595,Justice,Knox,justice.knox94@icloud.com,(482) 705-2249,26,Carolina Beach Tavern,2024-10-17,true,false,false,false,1001.39,2190.34,0,2025-12-21,182.53,Gold,0.99,false,false,false,false,Dining,4
GST-00596,Phoenix,Rhodes,phoenix.rhodes95@icloud.com,(303) 340-2579,45,Southport Waterfront Lodge,2024-08-17,true,true,false,false,835.23,1606.07,0,2026-01-21,267.68,Silver,0.84,false,false,false,false,Spa,4
GST-00597,River,Murphy,river.murphy96@outlook.com,(771) 782-5954,55,Holden Beach Pavilion,2025-08-17,false,false,true,true,374.52,1918.58,0,2025-05-23,479.64,Silver,0.95,false,false,false,false,Events,4
GST-00598,Reese,Young,reese.young97@gmail.com,(404) 922-4593,73,Oak Island Pier House,2023-12-17,false,false,true,false,1725.97,1725.97,0,2026-01-21,575.32,Gold,0.86,false,false,false,false,Lodging,4
GST-00599,Casey,Foster,casey.foster98@yahoo.com,(912) 897-4221,55,Southport Waterfront Lodge,2024-02-17,true,true,true,false,2424.16,2757.83,0,2026-01-28,393.98,Gold,0.84,false,false,false,true,Spa,3
GST-00600,Blake,Cole,blake.cole99@icloud.com,(609) 748-7144,58,Southport Waterfront Lodge,2025-05-17,true,true,false,false,3454.36,8335,2,2026-03-27,362.39,Platinum,0.509,false,false,false,true,Spa,5
GST-00601,Eden,Hunter,eden.hunter0@gmail.com,(290) 481-6400,49,Kure Beach Grill,2025-09-17,false,false,false,false,1257.15,1681.78,0,2025-12-22,240.25,Gold,0.92,false,false,false,false,Dining,4
GST-00602,Quinn,Kim,quinn.kim1@proton.me,(891) 223-6148,53,Holden Beach Pavilion,2025-10-17,false,true,true,false,5434.99,9007.41,1,2026-02-27,375.31,Platinum,0.809,false,false,false,false,Events,6
GST-00603,Jules,Wright,jules.wright2@gmail.com,(275) 296-7284,68,Wrightsville Beach Resort,2024-07-17,true,true,false,false,2999.47,4185.04,4,2026-04-24,523.13,Gold,0.25,false,false,true,false,Lodging,7
GST-00604,Jordan,Collins,jordan.collins3@outlook.com,(244) 987-4527,30,Brunswick Harbor Hotel,2026-04-17,false,true,true,true,637.53,1637.68,0,2025-07-08,272.95,Silver,0.88,false,false,false,false,Lodging,5
